"";"exercicio";"instituicao";"cod_ibge";"uf";"anexo";"rotulo";"coluna";"cod_conta";"conta";"valor";"populacao";"cod_interno"
"11";2018;"Prefeitura Municipal de Alvorada D'Oeste - RO";1100346;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";1630250,96;16747;"17"
"12";2018;"Prefeitura Municipal de Alvorada D'Oeste - RO";1100346;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";1625936,88;16747;"17"
"13";2018;"Prefeitura Municipal de Alvorada D'Oeste - RO";1100346;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";62601,6;16747;"17"
"14";2018;"Prefeitura Municipal de Alvorada D'Oeste - RO";1100346;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";4314,08;16747;"17"
"15";2018;"Prefeitura Municipal de Ariquemes - RO";1100023;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";6178083,66;105896;"17"
"16";2018;"Prefeitura Municipal de Ariquemes - RO";1100023;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";5731923,73;105896;"17"
"17";2018;"Prefeitura Municipal de Ariquemes - RO";1100023;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";5731923,73;105896;"17"
"18";2018;"Prefeitura Municipal de Ariquemes - RO";1100023;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";446159,93;105896;"17"
"19";2018;"Prefeitura Municipal de Buritis - RO";1100452;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";1154264,63;38450;"17"
"20";2018;"Prefeitura Municipal de Buritis - RO";1100452;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";1114524,63;38450;"17"
"21";2018;"Prefeitura Municipal de Buritis - RO";1100452;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";1114524,63;38450;"17"
"22";2018;"Prefeitura Municipal de Buritis - RO";1100452;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";39740;38450;"17"
"23";2018;"Prefeitura Municipal de Cacoal - RO";1100049;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";14709979,79;87877;"17"
"24";2018;"Prefeitura Municipal de Cacoal - RO";1100049;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";14623700,89;87877;"17"
"25";2018;"Prefeitura Municipal de Cacoal - RO";1100049;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";14589425,95;87877;"17"
"26";2018;"Prefeitura Municipal de Cacoal - RO";1100049;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";86278,9;87877;"17"
"27";2018;"Prefeitura Municipal de Cacoal - RO";1100049;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";34274,94;87877;"17"
"28";2018;"Prefeitura Municipal de Campo Novo de Rondônia - RO";1100700;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";324582,05;14354;"17"
"29";2018;"Prefeitura Municipal de Campo Novo de Rondônia - RO";1100700;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";300582,05;14354;"17"
"30";2018;"Prefeitura Municipal de Campo Novo de Rondônia - RO";1100700;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";298423,55;14354;"17"
"31";2018;"Prefeitura Municipal de Campo Novo de Rondônia - RO";1100700;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";24000;14354;"17"
"32";2018;"Prefeitura Municipal de Campo Novo de Rondônia - RO";1100700;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";2158,5;14354;"17"
"33";2018;"Prefeitura Municipal de Cerejeiras - RO";1100056;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";12399,32;17959;"17"
"34";2018;"Prefeitura Municipal de Cerejeiras - RO";1100056;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";7898,12;17959;"17"
"35";2018;"Prefeitura Municipal de Cerejeiras - RO";1100056;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";7898,12;17959;"17"
"36";2018;"Prefeitura Municipal de Cerejeiras - RO";1100056;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";4501,2;17959;"17"
"37";2018;"Prefeitura Municipal de Colorado do Oeste - RO";1100064;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";106567,77;18639;"17"
"38";2018;"Prefeitura Municipal de Colorado do Oeste - RO";1100064;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";106567,77;18639;"17"
"39";2018;"Prefeitura Municipal de Colorado do Oeste - RO";1100064;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";106567,77;18639;"17"
"40";2018;"Prefeitura Municipal de Costa Marques - RO";1100080;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";104000;17031;"17"
"41";2018;"Prefeitura Municipal de Costa Marques - RO";1100080;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";104000;17031;"17"
"42";2018;"Prefeitura Municipal de Espigão D'Oeste - RO";1100098;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";1411616,03;32712;"17"
"43";2018;"Prefeitura Municipal de Espigão D'Oeste - RO";1100098;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";1248258,1;32712;"17"
"44";2018;"Prefeitura Municipal de Espigão D'Oeste - RO";1100098;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";1209420,71;32712;"17"
"45";2018;"Prefeitura Municipal de Espigão D'Oeste - RO";1100098;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";163357,93;32712;"17"
"46";2018;"Prefeitura Municipal de Espigão D'Oeste - RO";1100098;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";38837,39;32712;"17"
"47";2018;"Prefeitura Municipal de Itapuã do Oeste - RO";1101104;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";60348,4;10155;"17"
"48";2018;"Prefeitura Municipal de Itapuã do Oeste - RO";1101104;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";47779,38;10155;"17"
"49";2018;"Prefeitura Municipal de Itapuã do Oeste - RO";1101104;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";21072,27;10155;"17"
"50";2018;"Prefeitura Municipal de Itapuã do Oeste - RO";1101104;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";12569,02;10155;"17"
"51";2018;"Prefeitura Municipal de Itapuã do Oeste - RO";1101104;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";26707,11;10155;"17"
"52";2018;"Prefeitura Municipal de Ji-Paraná - RO";1100122;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";2048998,69;131560;"17"
"53";2018;"Prefeitura Municipal de Ji-Paraná - RO";1100122;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";2048998,69;131560;"17"
"54";2018;"Prefeitura Municipal de Ji-Paraná - RO";1100122;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";1976422,99;131560;"17"
"55";2018;"Prefeitura Municipal de Ji-Paraná - RO";1100122;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";72575,7;131560;"17"
"56";2018;"Prefeitura Municipal de Monte Negro - RO";1101401;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";155149,21;16032;"17"
"57";2018;"Prefeitura Municipal de Monte Negro - RO";1101401;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";155149,21;16032;"17"
"58";2018;"Prefeitura Municipal de Monte Negro - RO";1101401;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";136700,05;16032;"17"
"59";2018;"Prefeitura Municipal de Monte Negro - RO";1101401;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";18449,16;16032;"17"
"60";2018;"Prefeitura Municipal de Nova Brasilândia D'Oeste - RO";1100148;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";118575,45;21670;"17"
"61";2018;"Prefeitura Municipal de Nova Brasilândia D'Oeste - RO";1100148;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";118575,45;21670;"17"
"62";2018;"Prefeitura Municipal de Nova Brasilândia D'Oeste - RO";1100148;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";118575,45;21670;"17"
"63";2018;"Prefeitura Municipal de Nova Mamoré - RO";1100338;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";111960;28891;"17"
"64";2018;"Prefeitura Municipal de Nova Mamoré - RO";1100338;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";111960;28891;"17"
"65";2018;"Prefeitura Municipal de Nova Mamoré - RO";1100338;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";111960;28891;"17"
"66";2018;"Prefeitura Municipal de Nova União - RO";1101435;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";5000;7796;"17"
"67";2018;"Prefeitura Municipal de Nova União - RO";1101435;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";5000;7796;"17"
"68";2018;"Prefeitura Municipal de Nova União - RO";1101435;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";5000;7796;"17"
"69";2018;"Prefeitura Municipal de Pimenta Bueno - RO";1100189;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";2063549,4;37786;"17"
"70";2018;"Prefeitura Municipal de Pimenta Bueno - RO";1100189;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";1910180,87;37786;"17"
"71";2018;"Prefeitura Municipal de Pimenta Bueno - RO";1100189;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";1639532,68;37786;"17"
"72";2018;"Prefeitura Municipal de Pimenta Bueno - RO";1100189;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";153368,53;37786;"17"
"73";2018;"Prefeitura Municipal de Pimenta Bueno - RO";1100189;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";270648,19;37786;"17"
"74";2018;"Prefeitura Municipal de Porto Velho - RO";1100205;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";4339178,74;511219;"17"
"75";2018;"Prefeitura Municipal de Porto Velho - RO";1100205;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";1049605,38;511219;"17"
"76";2018;"Prefeitura Municipal de Porto Velho - RO";1100205;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";1049605,38;511219;"17"
"77";2018;"Prefeitura Municipal de Porto Velho - RO";1100205;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";3289573,36;511219;"17"
"78";2018;"Prefeitura Municipal de Presidente Médici - RO";1100254;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";83850;22337;"17"
"79";2018;"Prefeitura Municipal de Presidente Médici - RO";1100254;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";83850;22337;"17"
"80";2018;"Prefeitura Municipal de Primavera de Rondônia - RO";1101476;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";392921,17;3456;"17"
"81";2018;"Prefeitura Municipal de Primavera de Rondônia - RO";1101476;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";387373,27;3456;"17"
"82";2018;"Prefeitura Municipal de Primavera de Rondônia - RO";1101476;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";387373,27;3456;"17"
"83";2018;"Prefeitura Municipal de Primavera de Rondônia - RO";1101476;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";5547,9;3456;"17"
"84";2018;"Prefeitura Municipal de Rio Crespo - RO";1100262;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";53847,24;3790;"17"
"85";2018;"Prefeitura Municipal de Rio Crespo - RO";1100262;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";53847,24;3790;"17"
"86";2018;"Prefeitura Municipal de Rio Crespo - RO";1100262;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";49359,97;3790;"17"
"87";2018;"Prefeitura Municipal de Rio Crespo - RO";1100262;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";4487,27;3790;"17"
"88";2018;"Prefeitura Municipal de Rolim de Moura - RO";1100288;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";4166432,35;56664;"17"
"89";2018;"Prefeitura Municipal de Rolim de Moura - RO";1100288;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";4153532,35;56664;"17"
"90";2018;"Prefeitura Municipal de Rolim de Moura - RO";1100288;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";3624998,21;56664;"17"
"91";2018;"Prefeitura Municipal de Rolim de Moura - RO";1100288;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";12900;56664;"17"
"92";2018;"Prefeitura Municipal de Rolim de Moura - RO";1100288;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";528534,14;56664;"17"
"93";2018;"Prefeitura Municipal de São Francisco do Guaporé - RO";1101492;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";3500;19694;"17"
"94";2018;"Prefeitura Municipal de São Francisco do Guaporé - RO";1101492;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";3500;19694;"17"
"95";2018;"Prefeitura Municipal de São Francisco do Guaporé - RO";1101492;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";3500;19694;"17"
"96";2018;"Prefeitura Municipal de São Miguel do Guaporé - RO";1100320;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";817073,25;24059;"17"
"97";2018;"Prefeitura Municipal de São Miguel do Guaporé - RO";1100320;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";704280;24059;"17"
"98";2018;"Prefeitura Municipal de São Miguel do Guaporé - RO";1100320;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";704280;24059;"17"
"99";2018;"Prefeitura Municipal de São Miguel do Guaporé - RO";1100320;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";112793,25;24059;"17"
"100";2018;"Prefeitura Municipal de Vilhena - RO";1100304;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";10359422,95;93745;"17"
"101";2018;"Prefeitura Municipal de Vilhena - RO";1100304;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";10342294,76;93745;"17"
"102";2018;"Prefeitura Municipal de Vilhena - RO";1100304;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";10342294,76;93745;"17"
"103";2018;"Prefeitura Municipal de Vilhena - RO";1100304;"RO";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";17128,19;93745;"17"
"104";2018;"Prefeitura Municipal de Assis Brasil - AC";1200054;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";1627932,11;6863;"17"
"105";2018;"Prefeitura Municipal de Assis Brasil - AC";1200054;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";785451,02;6863;"17"
"106";2018;"Prefeitura Municipal de Assis Brasil - AC";1200054;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";648511,38;6863;"17"
"107";2018;"Prefeitura Municipal de Assis Brasil - AC";1200054;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";842481,09;6863;"17"
"108";2018;"Prefeitura Municipal de Assis Brasil - AC";1200054;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Processados";"TotalDespesas";"17 - Saneamento";136939,64;6863;"17"
"109";2018;"Prefeitura Municipal de Brasiléia - AC";1200104;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";240881,88;24311;"17"
"110";2018;"Prefeitura Municipal de Brasiléia - AC";1200104;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";118949,79;24311;"17"
"111";2018;"Prefeitura Municipal de Brasiléia - AC";1200104;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";118949,79;24311;"17"
"112";2018;"Prefeitura Municipal de Brasiléia - AC";1200104;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";121932,09;24311;"17"
"113";2018;"Prefeitura Municipal de Bujari - AC";1200138;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";748487,41;9503;"17"
"114";2018;"Prefeitura Municipal de Bujari - AC";1200138;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";213580,27;9503;"17"
"115";2018;"Prefeitura Municipal de Bujari - AC";1200138;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";213580,27;9503;"17"
"116";2018;"Prefeitura Municipal de Bujari - AC";1200138;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Inscrição de Restos a Pagar Não Processados";"TotalDespesas";"17 - Saneamento";534907,14;9503;"17"
"117";2018;"Prefeitura Municipal de Epitaciolândia - AC";1200252;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";108446,48;17038;"17"
"118";2018;"Prefeitura Municipal de Epitaciolândia - AC";1200252;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";108446,48;17038;"17"
"119";2018;"Prefeitura Municipal de Epitaciolândia - AC";1200252;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";108446,48;17038;"17"
"120";2018;"Prefeitura Municipal de Mâncio Lima - AC";1200336;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";346538,06;17545;"17"
"121";2018;"Prefeitura Municipal de Mâncio Lima - AC";1200336;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";346538,06;17545;"17"
"122";2018;"Prefeitura Municipal de Mâncio Lima - AC";1200336;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"17 - Saneamento";346538,06;17545;"17"
"123";2018;"Prefeitura Municipal de Manoel Urbano - AC";1200344;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"17 - Saneamento";166978,13;8765;"17"
"124";2018;"Prefeitura Municipal de Manoel Urbano - AC";1200344;"AC";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";166978,13;8765;"17"
